player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tim Terry,55020,LB,AKRON,1,0,0,100.0,0,0,102,0,0,64.0,79.8,75.9,68.2,91.1,82.0,0,3,0,0,17,0.0,0,0,0,102.8,3,0,0,64,0,36,68,3,0,0,3,0,0,65,12,20,1,7,7,0,3,3,0,26,25,8.7
Isaiah King,55037,CB,BUFFALO,1,1,0,70.0,1,0,126,0,0,60.6,61.6,78.7,,65.5,41.0,0,0,0,0,33,28.6,2,1,1,142.1,7,0,0,4,70,58,77,3,0,0,3,0,0,74,0,19,0,1,4,0,10,0,1,116,62,16.6
Jahmin Muse,55830,S,BUFFALO,1,0,0,100.0,0,0,126,0,0,65.8,68.9,76.7,58.0,75.7,83.2,0,0,0,0,4,0.0,0,0,0,79.2,2,0,0,24,0,53,74,1,0,0,1,0,40,73,2,19,9,3,6,0,2,0,0,-3,2,-1.5
Ibrahim Kante,56423,ED,BUFFALO,1,1,0,,0,0,126,0,0,60.0,57.5,77.5,58.2,55.6,73.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,0,2,37,10,0,0,38,11,0,1,1,0,0,1,0,0,0,
Victor Jones,56486,ED,AKRON,1,1,0,50.0,0,0,102,0,0,49.3,56.0,3.6,61.3,66.2,77.7,2,1,0,0,33,0.0,0,1,1,90.6,2,1,0,0,0,14,67,66,0,0,66,0,0,1,32,21,1,1,2,0,4,4,0,45,14,22.5
Damian Jackson,56747,ED,BUFFALO,1,1,0,,0,0,126,0,0,64.7,61.7,79.7,52.7,65.7,46.7,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,1,11,39,37,0,0,37,0,0,2,18,10,1,0,1,0,0,1,0,0,0,
Zach Morton,56853,ED,AKRON,1,2,1,,0,0,102,0,0,61.3,74.9,79.7,66.9,76.6,60.3,1,5,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,4,62,62,0,2,43,17,0,0,37,21,0,2,2,0,0,7,0,0,0,
Curtis Harper,56859,DI,AKRON,1,0,0,,0,0,102,0,0,,51.1,76.2,53.2,52.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,59,59,6,39,1,13,0,0,39,20,0,0,0,0,0,0,0,0,0,
Ravontae Holt,57042,DI,AKRON,1,1,0,,0,0,102,0,0,60.0,60.3,77.9,55.1,65.3,70.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,70,70,9,50,0,11,0,0,49,21,0,0,0,0,0,1,0,0,0,
Bubba Arslanian,57671,LB,AKRON,1,2,0,100.0,0,0,102,0,0,58.6,76.0,78.0,69.7,88.6,73.4,1,2,0,0,28,10.0,1,0,0,118.8,2,0,0,73,0,42,74,1,0,0,1,0,0,73,11,21,0,7,7,1,2,3,0,35,8,17.5
James Patterson,77169,LB,BUFFALO,1,2,0,60.0,0,0,126,0,0,71.3,71.5,77.3,73.2,59.3,60.0,0,2,0,0,6,16.7,2,0,0,64.6,3,0,0,66,1,50,77,4,0,0,4,0,3,73,8,19,3,7,8,1,5,2,0,3,4,1.0
Max Michel,77272,ED,BUFFALO,1,0,0,,0,1,126,0,0,62.1,65.9,77.8,59.1,68.1,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,7,26,26,0,0,26,0,0,0,11,8,0,0,0,0,0,1,0,0,0,
Nate Thompson,77813,S,AKRON,1,1,0,100.0,0,0,102,0,0,53.1,60.3,73.2,,71.6,59.9,0,0,0,0,16,33.3,1,0,0,97.9,2,0,0,10,0,15,23,1,0,0,1,0,7,22,0,8,5,0,1,0,2,0,0,15,9,7.5
Jalen Hooks,77865,CB,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kerry Martin Jr.,97473,S,AKRON,1,1,0,50.0,0,0,102,0,0,73.2,71.1,0.0,59.1,71.9,83.1,0,0,0,0,8,0.0,0,0,1,60.4,1,0,0,19,0,54,78,3,0,0,3,0,40,75,1,23,16,2,4,2,2,0,0,8,0,8.0
Marcus Fuqua,97563,S,BUFFALO,1,1,0,50.0,0,0,126,0,0,68.5,66.2,78.5,57.9,57.4,84.7,0,0,0,2,19,0.0,0,0,1,29.2,2,0,0,18,1,55,77,3,0,0,3,0,43,74,3,19,12,1,5,0,4,0,0,24,6,12.0
C.J. Bazile,98157,ED,BUFFALO,1,1,1,,0,0,126,0,0,61.2,81.8,77.6,74.0,70.0,59.5,1,3,0,0,,25.0,1,0,0,0.0,0,2,0,0,0,0,40,40,0,0,33,7,0,0,31,9,0,4,2,1,0,6,0,0,0,
Dylan Powell,100307,S,BUFFALO,1,0,0,,0,0,126,0,0,63.2,63.1,70.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,11,12,0,0,0,0,0,10,12,0,1,1,0,0,0,0,0,0,0,0,
Corey Thomas Jr.,100330,ED,AKRON,1,0,0,,0,0,102,0,0,63.9,60.9,71.7,,54.7,27.0,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,4,0,9,16,1,0,0,1,0,0,15,0,7,10,0,0,0,0,0,0,0,0,
Julian Richardson,100336,ED,AKRON,1,0,0,,0,0,102,0,0,,60.4,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Bryce Wilson,100341,DI,AKRON,1,0,0,,0,0,102,0,0,,56.2,69.6,56.3,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,6,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,
Jeslord Boateng,101508,LB,AKRON,1,0,0,,0,0,102,0,0,61.9,64.3,69.1,,60.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,5,8,0,0,0,0,0,0,8,0,3,1,0,0,0,0,0,0,0,0,
Jaden Woods,104256,S,AKRON,1,1,0,40.0,0,0,102,0,0,73.5,76.0,79.0,70.8,63.9,54.6,1,0,0,0,6,25.0,1,1,0,47.9,2,0,0,12,0,38,56,3,0,0,3,0,26,53,2,16,14,0,2,0,5,1,0,6,3,3.0
Caleb Offord,122908,CB,BUFFALO,1,0,0,25.0,0,0,126,0,0,64.2,59.5,0.0,,44.6,78.5,0,0,0,0,29,0.0,0,2,1,48.4,2,0,0,0,76,58,77,0,0,0,0,0,0,77,0,19,1,0,2,0,8,0,0,41,7,20.5
Tristian Brank,130281,TE,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Sean Conroy,130285,S,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Tyson Durant,130287,CB,AKRON,1,1,0,44.4,0,0,102,0,0,42.0,42.4,77.2,59.4,56.1,80.7,0,0,0,1,14,0.0,0,0,3,50.5,4,0,0,7,70,53,77,0,0,0,0,0,0,77,1,23,0,1,4,0,9,0,1,30,3,7.5
Blake Hester,130295,HB,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
MyJaden Horton,130296,CB,AKRON,1,0,0,,0,0,102,0,0,60.0,60.4,63.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jalen Knight,130301,WR,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Shaun Dolac,130406,LB,BUFFALO,1,2,0,80.0,0,0,126,0,0,61.4,66.0,79.0,78.9,56.4,42.6,1,0,0,0,8,33.3,3,0,0,80.0,4,2,0,56,0,47,77,14,0,0,14,0,4,63,11,19,3,4,4,0,5,3,0,16,15,4.0
George Wolo,130424,DI,BUFFALO,1,0,0,100.0,0,0,126,0,0,68.0,76.5,74.2,70.6,64.3,72.1,0,1,0,0,0,0.0,0,0,0,79.2,1,0,0,0,0,0,24,24,6,18,0,0,0,0,17,7,0,2,2,0,1,1,0,0,5,0.0
Ryan Johnson,145582,ED,AKRON,1,0,0,0.0,0,0,102,0,0,52.8,57.2,79.3,59.5,62.5,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,0,10,33,31,0,0,31,0,0,2,14,9,2,0,0,0,1,0,0,0,0,
Andrew Behm,145595,LB,AKRON,1,0,0,,0,1,102,0,0,62.2,94.9,69.7,78.4,89.6,76.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,2,6,0,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,
Rishad Hence,145605,CB,AKRON,1,0,0,66.7,0,0,102,0,0,70.5,70.4,77.4,60.0,62.9,81.5,0,0,0,0,38,0.0,0,0,0,149.3,2,0,0,6,72,54,78,0,0,0,0,0,0,78,1,23,0,2,5,0,3,0,1,43,0,21.5
Dontae Pollard,145609,CB,AKRON,1,0,0,,0,0,102,0,0,,60.0,73.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Darrian Lewis,145611,CB,AKRON,1,0,0,62.5,0,0,102,1,0,55.7,58.6,78.9,64.1,66.3,26.0,1,1,0,0,16,66.7,2,1,0,122.9,5,0,0,11,0,40,55,0,0,0,0,0,0,55,5,10,44,1,1,0,8,2,1,56,12,11.2
Daymond Williams,145667,DI,BUFFALO,1,0,1,,0,0,126,0,0,,73.0,76.5,73.7,62.2,35.7,0,1,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,0,52,52,5,40,0,7,0,0,40,12,0,2,1,0,0,2,0,0,0,
Daishon Folsom,145669,DI,BUFFALO,1,0,0,,1,0,126,0,0,,54.4,0.0,67.4,56.0,72.2,0,1,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,0,25,25,0,22,0,3,0,0,18,7,0,1,1,0,0,1,0,0,0,
Grant Gainer,156882,TE,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Bryan McCoy Jr.,156889,LB,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Bobby Golden,156892,WR,AKRON,1,0,0,,0,0,102,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Devin Grant,157942,S,BUFFALO,1,0,0,,0,0,126,0,0,62.9,67.2,68.9,63.0,,,1,0,0,0,,,0,0,0,0.0,0,0,0,1,0,6,6,0,0,0,0,0,4,6,0,0,1,0,0,0,0,1,0,0,0,
Jaylon Bass,157960,DI,BUFFALO,1,0,0,,0,0,126,1,0,,58.9,75.8,54.4,63.9,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,8,32,0,1,0,0,30,11,0,1,1,1,0,0,0,0,0,
Keyshawn Cobb,157962,CB,BUFFALO,1,2,0,80.0,0,0,126,0,0,75.1,73.4,79.3,54.9,63.0,83.7,0,0,0,0,25,0.0,0,0,0,123.8,8,0,0,14,1,52,74,0,0,0,0,0,1,74,3,19,58,5,7,2,10,0,1,57,35,7.1
Kyle Thomas,163076,DI,AKRON,1,0,0,,0,0,102,0,0,,59.1,74.4,56.8,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,20,19,9,10,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,
